name,freebase_id,yob
b'Muhammad al-Tijani',/m/08wh5l,1943
b'Tariq Ramadan',/m/02sgnh,1962
b'Thomas Nagel',/m/01bcs9,1937
b'Hamka',/m/02q8_l_,1908
b'Rainer Forst',/m/0g7ycg,1964
b'Ra\xc3\xabl',/m/02cwgr,1946
b'Hossein Nasr',/m/0191kj,1933
b'M. N. Roy',/m/044kw0,1887
b'Allan Gibbard',/m/0c3ykv,1942
b'Husain Ahmad Madani',/m/0d4qjk,1879
b'Nick Land',/m/05zj9rr,1962
b'Hisham ibn Urwah',/m/08mq84,0680
b'Anthony Collins',/m/019vb0,1676
b'Ronald H. Nash',/m/0_yk05s,1936
b'George Hourani',/m/05wd3lc,1913
b'Javed Ahmad Ghamidi',/m/098f5y,1951
b'Paul Watzlawick',/m/03_7q3,1921
b'John E. Hare',/m/05y4x3y,1949
b'Hassan al-Banna',/m/025rvz6,1906
b'Maria Montessori',/m/0gp7h9,1870
b'Spencer Heath',/m/0b8rbc,1876
b'Cora Diamond',/m/08w5gg,1937
b'Cesare Cremonini',/m/0285zb1,1550
b'Stephen Mulhall',/m/02wx56q,1962
b'Matt Cohen',/m/05knrh,1942
b'Gershom Scholem',/m/04lqww,1897
b'Alexander of Aphrodisias',/m/0rc_,0200
b'Albertus Magnus',/m/0r24,1193
b'Homer',/m/03k0n,1193
b'Herman Dooyeweerd',/m/01c4z1,1894
b'Jun Tsuji',/m/0126cl,1884
b'Lewis Call',/m/03mb_f9,1884
b'Richard David Precht',/m/05szj4q,1964
b'Bonaventure',/m/0nlm4,1217
b'Jonathan Edwards',/m/0dpv5,1703
b'Simplicius of Cilicia',/m/0ktfp,0490
b'Paul Guyer',/m/05xvg_x,1948
b'Muhammad Mustafa Jauhar',/m/065yt05,1895
b'E. H. Carr',/m/032hxd,1892
b'William Kingdon Clifford',/m/01l6p5,1845
b'Fernando Savater',/m/04sh3l,1947
b'Erin Manning',/m/0g595wd,1969
b'Archimedes',/m/0tnc,-286
b'David the Invincible',/m/09h2_9,0600
b'Barry Smith',/m/085m0s,1952
b'Joseph Owens',/m/05w61m3,1908
b'Leonardo Polo',/m/09nz9w,1926
b'Mortimer J. Adler',/m/04xm3,1902
b'\xc4\xb0oanna Ku\xc3\xa7uradi',/m/04zxwjf,1936
b'Roberto Torretti',/m/05mxmd_,1930
b'Justin Oakley',/m/02z4y2f,1960
b'Nel Noddings',/m/0h7d52,1929
b'Peter Kreeft',/m/05j9pp,1937
b'Dimitris Liantinis',/m/04jl6x1,1942
b'Hector Zagal',/m/03cdnjv,1966
b'Boris Groys',/m/0584959,1947
b'Nicole Oresme',/m/02tfcy,1322
b'Agust\xc3\xadn Garc\xc3\xada Calvo',/m/033610,1926
b'Cl\xc3\xa9ment Rosset',/m/027jnch,1939
b'Bryan Magee',/m/05wb1x2,1930
b'John Hick',/m/0530xz,1922
b'Tibor R. Machan',/m/05zwfc,1939
b'Leonard Read',/m/03rmkl,1898
b'Liu Junning',/m/0bbzjt6,1961
b'Julius Thomas Fraser',/m/05vy815,1923
b'Errol Harris',/m/02q_ls7,1908
b'Stephen Mumford',/m/02q_n2w,1965
b'Walter Terence Stace',/m/026jz1p,1886
b'Michael Tye',/m/02vpy2g,2000
b'Fran\xc3\xa7ois Noudelmann',/m/0g544j3,2000
b'Kiarina Kordela',/m/0c3tdp1,1963
b'Douglas Groothuis',/m/0gktc7,1957
b'David Blitz',/m/09cby_,1957
b'Carl von Clausewitz',/m/01tlc,1780
b'Neven Sesardi\xc4\x87',/m/0g_yqp,1949
b'Patricia Churchland',/m/026zkz,1943
b'Charles Stevenson',/m/02zbnb,1908
b'Theodore Drange',/m/02qhmv1,1934
b'Annette Baier',/m/06f7tm,1929
b'Emanuel Swedenborg',/m/01gnng,1688
b'Eino Kaila',/m/04q6dy,1890
b'Ernest Renan',/m/01b728,1823
b'Villy S\xc3\xb8rensen',/m/0kt77f,1929
b'Sarah Kofman',/m/05ycp70,1934
b'Simon Glendinning',/m/0bx_jtr,1964
b'Raymond Geuss',/m/037y6m,1946
b'Raya Dunayevskaya',/m/03t30h,1910
b'Susan Buck-Morss',/m/0fqq7rt,1910
b'Lorenzo Pe\xc3\xb1a',/m/05zmz4t,1944
b'Albert Hofstadter',/m/0by0jgt,1910
b'Joseph Margolis',/m/02pwhtk,1924
b'Kwame Anthony Appiah',/m/0457hc,1954
b'George Henry Lewes',/m/01fbnv,1817
b'Friedrich Wilhelm Foerster',/m/0jt3gbw,1869
b'Thomas Pogge',/m/04f48r,1953
b'Rudolf Eisler',/m/0km47s6,1873
b'John Theophilus Desaguliers',/m/0561kv,1683
b'Jiddu Krishnamurti',/m/018fkc,1895
b'Martial Gueroult',/m/02z7_94,1891
b'John Armstrong',/m/05xwg99,1966
b'Craig Bartholomew',/m/09gh31z,1961
b'Richard Aaron',/m/0f95jx,1901
b'Jos\xc3\xa9 de Espronceda',/m/033nbj,1808
b'Alexander Tarasov',/m/04d_r8_,1958
b'Benny L\xc3\xa9vy',/m/08hm54,1945
b'Ivan Svit\xc3\xa1k',/m/05z_cs5,1925
b'Debiprasad Chattopadhyaya',/m/05y4rj5,1918
b'Adam Schaff',/m/05x569s,1913
b'Ludvig Holberg',/m/01375h,1684
b'Pascal Engel',/m/02rs270,1954
b'Rose Rand',/m/02rl77l,1903
b'Ian Hacking',/m/01vrsw,1936
b'Giovanni Piana',/m/0ktdmp,1940
b'C. J. F. Williams',/m/0gkywxy,1930
b'Sissela Bok',/m/026cvrn,1934
b'Jorge \xc3\x81ngel Livraga Rizzi',/m/070f7q,1930
b'John Daniel Wild',/m/02x1yvj,1902
b'Albert Rivaud',/m/02z89x_,1876
b'Jean-Luc Marion',/m/099ldv,1946
b'Bernard Le Bovier de Fontenelle',/m/015_bs,1657
b'Bracha L. Ettinger',/m/03c_bkb,1948
b'Sun Tzu',/m/0dnb6,-542
b'Theodor Lipps',/m/08kwss,1851
b'John Haldane',/m/05vchph,1954
b'Walker Percy',/m/0fsqq,1916
b'James Francis Ross',/m/0cmc3jn,1931
b'Jan Narveson',/m/013xnw,1936
b'James M. Edie',/m/02ww0dj,1927
b'Zenon Pylyshyn',/m/0kt182,1937
b'Peter Carruthers',/m/03qjdbp,1952
"b""Abu'l-Fida""",/m/064l_vn,1273
"b""Abu al-Hasan al-Ash'ari""",/m/0629m9,0873
b'Ahmad ibn Muhammad Al-Tahawi',/m/0h18mm,0843
b'Ali al-Qari',/m/0ktdhh,0843
b'Abu Yusuf',/m/0d3064,0731
b'Han Yu',/m/026cz1,0768
b'Henrik Steffens',/m/025dsl,1773
b'Max M\xc3\xbcller',/m/02qrf2x,1906
b'Jean Hyppolite',/m/03dnnj,1907
b'Ferdinand Alqui\xc3\xa9',/m/092fzy,1906
b'Gary Chartier',/m/07kd_41,1966
b'Arthur Koestler',/m/0j2v,1905
b'Ren\xc3\xa9 Girard',/m/04vf6k,1923
b'Cornelius Jansen',/m/01bbgf,1585
b'Agrippa the Skeptic',/m/06pp44,0100
b'Erhard Weigel',/m/0c8w9g,1625
b'Gaius Musonius Rufus',/m/015hnk,0025
b'Henri-Fr\xc3\xa9d\xc3\xa9ric Amiel',/m/037n6y,1821
b'Apollodorus the Epicurean',/m/03cndqv,1821
b'Eoin \xc3\x93 Broin',/m/02r7yrq,1972
b'Hermann Samuel Reimarus',/m/0187yz,1694
b'Jan Standonck',/m/0fm71g,1454
b'Johann Georg Heinrich Feder',/m/02ww0gl,1740
b'D. T. Suzuki',/m/036fy1,1870
b'Gary Habermas',/m/0767lx,1950
b'Frederick James Eugene Woodbridge',/m/08nx7t,1867
b'Anselm of Canterbury',/m/0xlc,1033
b'Rosa Luxemburg',/m/017ft0,1871
b'James Bugental',/m/027f4w0,1915
b'Antipater of Tarsus',/m/02pmd4w,-300
b'Evert Willem Beth',/m/06s3mm,1908
b'Hans Kamp',/m/0416x7z,1940
b'Adam of Dryburgh',/m/0285xj_,1140
b'Tommaso Palamidessi',/m/02r6dnb,1915
b'Thomas Brown',/m/01h8p3,1778
b'Paul Grice',/m/01xf_n,1913
b'Cas Wouters',/m/0c40gq_,1943
b'Marilyn Frye',/m/0b3qlb,1941
b'Nahmanides',/m/014bzk,1194
b'Mario Javier Saban',/m/05mxfcg,1966
b'Jaime Balmes',/m/012_zp,1810
b'Julius Caesar Scaliger',/m/0161ks,1484
b'Syed Faiz-ul Hassan Shah',/m/03cz4qf,1911
b'Casimir Lewy',/m/0287flv,1919
b'Hermann Blumenau',/m/05kj7p,1819
b'Gotthard G\xc3\xbcnther',/m/02qnt8,1900
b'Konstantin Leontiev',/m/07gg_5,1831
b'T. M. Scanlon',/m/0b8m23,1940
b'Aleksei Losev',/m/081pm9,1893
b'Gustav Teichm\xc3\xbcller',/m/0f533l,1832
b'Mary Ainsworth',/m/0bd_k4,1913
b'Isaac Levi',/m/027sv04,1930
b'Eduardo Nicol',/m/0d_w6m,1907
b'Gu Zhun',/m/09rbyw,1915
b'Daniel Raymond',/m/051vhm,1786
b'Al-Raghib al-Isfahani',/m/026nxlm,1786
b'Constantin Noica',/m/05l737,1909
b'Gilles Lipovetsky',/m/02vvxxm,1944
b'Malek Bennabi',/m/0dq7ys,1905
b'Jawdat Said',/m/026gwhx,1931
b'Harold Joachim',/m/07_6j4,1868
b'Ludwig Klages',/m/08ctmb,1872
b'\xc3\x89tienne Balibar',/m/034w02,1942
b'Jakob Thomasius',/m/0286pw3,1622
b'G. M. Syed',/m/0f7xfz,1904
b'U. G. Krishnamurti',/m/02dc11,1918
b'Adi Shankara',/m/019fqd,0788
b'Humberto Maturana',/m/02gscz,1928
b'William Leiss',/m/0b564w,1939
b'Charles Parsons',/m/05zlz4,1933
b'Antoine Destutt de Tracy',/m/01bzb8,1754
b'G\xc3\xbcnther Anders',/m/0gvlhj,1902
b'Henri Wallon',/m/026yrww,1879
b'Tan Sitong',/m/06m89w,1865
b'Richard Montague',/m/02w79t,1930
b'Wolfgang Stegm\xc3\xbcller',/m/026j0fd,1923
b'Kurt Rudolf Fischer',/m/02pp5w7,1922
b'Volker Zotz',/m/026tx97,1956
b'Mir Tanha Yousafi',/m/03c3_1h,1955
b'David Kaplan',/m/054r6m,1933
b'Nathan Salmon',/m/06l0tb,1951
b'Trevor Pinch',/m/0c6g9m,1952
b'Charles P\xc3\xa9guy',/m/01rsf2,1873
b'Abraham Kuyper',/m/01sjxm,1837
b'Thomas Metzinger',/m/01tyy2,1958
b'Richard J. Mouw',/m/05wxjr7,1940
b'Prabhat Ranjan Sarkar',/m/03h52n,1921
b'Camil Petrescu',/m/03rykf,1894
b'Quentin Smith',/m/094gbx,1952
b'Demonax',/m/087sc2,0200
b'Maurice Pradines',/m/02ryk58,1874
b'Nae Ionescu',/m/0b1jw5,1890
b'Surendranath Dasgupta',/m/0b7s7z,1887
b'Nikolay Chernyshevsky',/m/01rd0v,1828
b'Hanns Heinz Ewers',/m/03x8tq,1871
b'Rogers Albritton',/m/03ck587,1923
b'Tahir Allauddin Al-Qadri Al-Gillani',/m/03hhjy9,1932
b'Petre \xc8\x9au\xc8\x9bea',/m/03gzvr4,1902
b'Vil\xc3\xa9m Flusser',/m/05shc8,1920
b'Ian Rumfitt',/m/0bmf7k_,1964
b'Rosi Braidotti',/m/02698ng,1954
b'Richard J. F. Day',/m/0cc5c5,1964
b'Jonathan Bennett',/m/06n_f7,1930
b'Robert J. C. Young',/m/08ppw3,1950
b'David Gauthier',/m/0cwph,1932
b'David Wood',/m/026j94s,1946
b'Gregg Lambert',/m/05x2ln1,1961
b'Yang Zhu',/m/0362_p,-0369
b'J\xc3\xb3zef Maria Boche\xc5\x84ski',/m/03_q1_,1902
b'Karl L\xc3\xb6with',/m/035jms,1897
b'Eliyahu Eliezer Dessler',/m/0323mq,1891
b'Herbert Spiegelberg',/m/02phvt0,1904
b'Bar Hebraeus',/m/01_j2k,1226
b'Francis of Assisi',/m/032p8,1181
b'Dimitris Dimitrakos',/m/02vq0t2,1936
b'Galen',/m/037h0,0129
b'Georg Cantor',/m/036ks,1845
b'Gautama Buddha',/m/015k7,-565
b'Paul R. Patton',/m/03cp0lb,1950
b'Giuseppe Mazzini',/m/096zc,1805
b'Heinrich Hertz',/m/03hht,1857
b'Giles Hooper',/m/0bh7jm2,1974
b'John of the Cross',/m/0c4j4,1542
b'Joseph Priestley',/m/0b0bx,1733
b'Tony Fry',/m/0gg8bx1,1733
b'Stuart Hampshire',/m/036cfm,1914
b'Michael Polanyi',/m/04znx,1891
b'Nagarjuna',/m/05k88,0150
b'James D. McCawley',/m/04ylyk,1938
b'Mylan Engel',/m/0264z2k,1960
b'James Rachels',/m/09g15n,1941
b'Ptolemy',/m/05_0t,0100
b'Ralph Cudworth',/m/06jd6,1617
b'Alastair Hannay',/m/075vxh,1932
b'Philip Lindholm',/m/0gwl41,1932
b'Mostafa Malekian',/m/07r1_t,1956
b'William A. Dembski',/m/0btty,1960
b'Robert J. Marks II',/m/03cgzd3,1950
b'Michael Devitt',/m/0kt4z3,1938
b'William Crathorn',/m/0462ttb,1938
b'Yisroel Salanter',/m/02nktb,1810
b'Diogenes of Babylon',/m/07v8fr,1810
b'Najmuddin Kubra',/m/073fgx,1145
b'Najm al-Din Razi',/m/073fs0,1177
b'Hugh of Saint-Cher',/m/05ccwq,1200
b'Yusuf Islahi',/m/051xc05,1932
b'Jacob Needleman',/m/02qhwqh,1934
b'Jalaluddin Umri',/m/02x02c4,1934
b'Mary Midgley',/m/03h9k5,1919
b'Sarfraz Ahmed Naeemi',/m/06614h2,1948
b'Abdul Haq Ansari',/m/0535tfw,1931
b'Sadat Husaini',/m/05f60dn,1973
b'Fazlur Rahman Faridi',/m/080h3c7,1932
b'Abul Hasan Ali Hasani Nadwi',/m/026f_my,1914
b'Jean-Marie Guyau',/m/06zcxr,1854
b'Rush Rhees',/m/0d9c10,1905
b'Gy\xc3\xb6rgy M\xc3\xa1rkus',/m/092hvd,1934
b'Pietro Pomponazzi',/m/079jld,1462
b'Frank Cameron Jackson',/m/06gk0h,1943
b'Donald T. Campbell',/m/08h3fs,1916
b'Jean-Pierre Faye',/m/026xqt1,1925
b'Ladislav Kl\xc3\xadma',/m/07tm9j,1878
b'Brian Skyrms',/m/05wcpgr,1938
b'Frank Sibley',/m/03mdl47,1923
b'Joseph Gabel',/m/05xg97y,1912
b'Ath\xc4\xabr al-D\xc4\xabn al-Abhar\xc4\xab',/m/05sd3y,1200
b'Arthur F. Holmes',/m/0c5r5_,1924
b'Tran Duc Thao',/m/0bv7x1,1917
b'John of Jandun',/m/0brmb2,1280
b'Takeshi Umehara',/m/02rjq9g,1925
b'Ch\xc3\xb6gyam Trungpa',/m/01cy4k,1939
b'Solomon Feferman',/m/01zt32,1928
b'Kahlil Gibran',/m/018whv,1883
b'Grace Lee Boggs',/m/09rv1q,1915
b'Friedrich Meinecke',/m/05n8x6,1862
b'Judah Halevi',/m/01y8_n,1079
b'Hyakuz\xc5\x8d Kurata',/m/02q1dvm,1891
b'Simone Porzio',/m/07mjqb,1497
b'Tadeusz Kotarbi\xc5\x84ski',/m/03_3vt,1886
b'J\xc3\xb3zef Tischner',/m/073z_z,1931
b'William Pepperell Montague',/m/0265tnx,1873
b'Roy Wood Sellars',/m/076mn_,1880
b'Dimitrie Gusti',/m/0d8g4d,1880
b'Paul Natorp',/m/0774z5,1854
b'Paul-Louis Couchoud',/m/05tmc1,1879
b'Ralph Barton Perry',/m/08nw33,1876
b'Stephen Stich',/m/08ml6f,1943
b'Muhammad Tahir-ul-Qadri',/m/060vj_,1951
"b""Al-Jubba'i""",/m/059twx,0850
b'Nuel Belnap',/m/04m6yc,1930
b'Saneatsu Mushanok\xc5\x8dji',/m/07351s,1885
b'Linji Yixuan',/m/015y0s,1885
b'Moses Hess',/m/045f0v,1812
b'David Estlund',/m/09ggtcq,1812
b'Hans Cornelius',/m/05rk_7,1863
b'Dwight Macdonald',/m/095kpq,1906
b'Cyprian Norwid',/m/02vdq1,1821
b'Isaac Beeckman',/m/03zpty,1588
b'Paul Nizan',/m/04tk8t,1905
b'Narayan Maharaj',/m/0crz_1,1885
b'Syrianus',/m/04zf57,0400
b'Menippus',/m/01kwzd,-309
b'St\xc3\xa9phane Lupasco',/m/021xwr,1900
b'Vyasa',/m/01s5sm,-400
b'Ramana Maharshi',/m/01ryqk,1879
b'Eleanor Duckworth',/m/05s_h9m,1935
b'Vincenzo Gioberti',/m/03df7k,1801
b'Al-Farabi',/m/017n3l,0872
b'Dugald Stewart',/m/017lr5,1753
b'Alfred Edward Taylor',/m/05wxpmz,1869
b'Abu al-Qasim al-Khoei',/m/036h4t,1899
b'Shabir Ally',/m/07s3b3g,1899
b'Antonio Rosmini-Serbati',/m/03df9s,1797
b'Tom Regan',/m/044tfk,1938
b'Frank Meyer',/m/0579_b,1909
b'Richard Sylvan',/m/05xpwd2,1935
b'David Hartman',/m/05wnw4l,1931
b'Donniel Hartman',/m/09v7fdz,1931
b'Muhammad ash-Shawkani',/m/0czgq7,1759
b'Fredric Jameson',/m/01zzm1,1934
b'Gerard van der Leeuw',/m/027cyjb,1890
b'Stephen R. L. Clark',/m/05vsk4p,1945
b'Huineng',/m/01qysw,0638
b'Herman Bavinck',/m/05h7dq,1854
b'D. H. Th. Vollenhoven',/m/05ct13,1892
b'Charles Simi\xc4\x87',/m/041jv2,1938
b'Liang Qichao',/m/03_qp4,1873
b'Shakuntala Singh',/m/0cj1nk,1952
b'Ubaidullah Sindhi',/m/0blnc0,1872
b'Ramanuja',/m/043dfd,1017
b'Gregory Vlastos',/m/040c92,1907
b'William Ernest Hocking',/m/045gyp,1873
b'Mi\xc5\xa1ko \xc5\xa0uvakovi\xc4\x87',/m/02r4x55,1954
b'Micha\xc5\x82 S\xc4\x99dziw\xc3\xb3j',/m/042ldl,1566
b'Paul Thagard',/m/0b1nm5,1950
b'Xenophanes',/m/01gkyh,-569
b'Plutarch of Athens',/m/03d5f6s,0350
b'Jean-Luc Nancy',/m/02k02f,1940
b'Alois Riehl',/m/09hzg7,1844
b'Ludovico Geymonat',/m/0djd6b,1908
b'Peter Munz',/m/02vq0p_,1921
b'Matthew Lipman',/m/0d1d_4,1922
b'Curt John Ducasse',/m/092_ht,1881
b'Pasquale Galluppi',/m/08318t,1770
b'Giorgio Del Vecchio',/m/02rz4rp,1878
b'Ludwig B\xc3\xbcchner',/m/04w76r,1824
b'Nicomachus',/m/02xbh3,0060
b'Adolfo S\xc3\xa1nchez V\xc3\xa1zquez',/m/09f4qv,1915
b'Kurt Baier',/m/06mnh5,1917
b'Vasile Conta',/m/0fzwzb,1845
b'Athanasius of Alexandria',/m/014kt,0295
b'Alhazen',/m/0rvb,0965
b'Alfred Korzybski',/m/0jrz,1879
b'Clement of Alexandria',/m/022n9,0150
b'Miura Baien',/m/0660b2t,1723
b'Diodorus Cronus',/m/07c_gz,-400
b'Durandus of Saint-Pour\xc3\xa7ain',/m/0bsh7w,1270
b'John Philoponus',/m/07x02d,0490
b'Pietro Verri',/m/07n4_c,1728
b'Ira Shor',/m/0c99l_,1945
b'Philo the Dialectician',/m/03cvc_w,-400
b'Petrus Aureolus',/m/080y5n,1280
b'Petrus Ramus',/m/01t84d,1515
b'Irving Kristol',/m/01hcmw,1920
b'Ibn Arabi',/m/01cg5t,1165
b'Hugues Felicit\xc3\xa9 Robert de Lamennais',/m/01f605,1782
b'Karl Daub',/m/01hh3w,1765
b'Samuel Clarke',/m/05vd5g5,1675
b'Pelagius',/m/01brlr,0360
b'14th Dalai Lama',/m/01hw4n,1935
b'Paul J. Griffiths',/m/083624,1955
b'Sara Ruddick',/m/0bs3g54,1935
b'Fred Dretske',/m/086k8v,1932
b'Robert Merrihew Adams',/m/06gl1r,1937
b'Luigi Pareyson',/m/02qt5m_,1918
b'Jacob Moleschott',/m/0bcbrf,1822
"b'Edgar A. Singer, Jr.'",/m/0flvbt,1873
b'Constantin Stere',/m/0fzbdq,1865
b'\xe2\x80\x98Abd ar-Razzaq as-San\xe2\x80\x98ani',/m/0krtty,0126
b'James P. Carse',/m/0gqh35,0126
b'Henri Gouhier',/m/0fmcfr,1898
b'Aron Katsenelinboigen',/m/0gptxs,1927
b'Bernard-Henri L\xc3\xa9vy',/m/01z58b,1948
b'Girolamo Savonarola',/m/0d8wb,1452
b'Bob Hale',/m/03cnlj3,1945
b'Hu Shih',/m/0lz2n,1891
"b""Jean le Rond d'Alembert""",/m/0dhpq,1717
b'Marin Mersenne',/m/0jmr3,1588
b'Friedrich von H\xc3\xbcgel',/m/086ypn,1852
b'Hui Shi',/m/045h3c,-400
b'Hugh of Saint Victor',/m/0548qx,1096
b'Vandana Shiva',/m/0krsd,1952
b'D\xc5\x8dgen',/m/0k033,1200
b'Kabir',/m/0k6vm,1440
b'Zhang Zai',/m/06r652,1020
b'Cornelio Fabro',/m/09k3zd,1911
b'Joseph D. Sneed',/m/03k4yp,1938
b'Henry of Ghent',/m/03fp4v,1217
b'Abu Mansur Al-Maturidi',/m/02sg71,0852
b'Gilles-Gaston Granger',/m/02x2mp9,1920
b'Hendrik G. Stoker',/m/02qslp6,1899
b'Richard Wollheim',/m/020s8r,1923
b'Jonathan Lear',/m/09t4hx,1948
b'Edward Carpenter',/m/023g_4,1844
b'Elbert Hubbard',/m/02glnq,1856
b'C. E. M. Joad',/m/03rwk0,1891
b'Susan Neiman',/m/02ptt4_,1955
b'Jean-Michel Berthelot',/m/06_x9y3,1945
b'Amina Mama',/m/05xnyjq,1958
b'Rupert Read',/m/03d0htf,1966
b'John Koethe',/m/04gpvm5,1945
b'Patanjali',/m/05ygd,1945
b'Adriana Cavarero',/m/04lh_p4,1947
b'Francisco de Vitoria',/m/03_vl0,1460
b'Susan Hurley',/m/03g_595,1954
b'Harriet Taylor Mill',/m/03v0gx,1807
b'Zoilus',/m/01kh84,-399
b'Syed Shujaat Ali Qadri',/m/0bbxb88,1941
b'Robert Alexy',/m/04v7h_,1945
b'Abd al-Rahman al-Kawakibi',/m/02r88dx,1855
b'Patricia Hill Collins',/m/06c_kn,1948
b'Henry More',/m/01x9q2,1614
b'Delfim Santos',/m/06znfjs,1907
b'Tawus ibn Kaysan',/m/0d2wzt,1907
b'Mark Poster',/m/05y39dp,1941
b'Roger Bacon',/m/06g98,1220
b'Muhammad Farooq Khan',/m/0dlk_3s,1956
b'Friedrich Karl Forberg',/m/0269q50,1770
b'Vinoba Bhave',/m/0vhmy,1895
b'Ferdinand Fellmann',/m/0bwmk76,1939
b'Hameeduddin Aqil',/m/0fqs15v,1928
b'Irving Copi',/m/0byms3,1917
b'Numenius of Apamea',/m/07gh19,0200
b'Kuruvilla Pandikattu',/m/0c00mkt,1957
b'Ammonius Saccas',/m/0sks,0175
b'Fazlul Haque Amini',/m/064mjzs,1943
b'Werner Krieglstein',/m/04y8kpg,1941
b'K. D. Sethna',/m/06cj_f,1904
b'Harold Rosenberg',/m/07yz_t,1906
b'Rasheed Turabi',/m/0g215h,1908
b'Alain Finkielkraut',/m/01gkql,1949
b'Jane Jacobs',/m/0jdcc,1916
b'Paul Lorenzen',/m/07400c,1915
b'Sandra Harding',/m/055xzl,1935
b'Wahb ibn Munabbih',/m/0b5lqx,0655
b'Ivan Ilyin',/m/082trs,1883
b'Tang Junyi',/m/02qt6yg,1909
b'Gustavo Bueno',/m/05p5zm_,1924
b'Ram\xc3\xb3n Xirau',/m/03chh1g,1924
b'Shai Bernstein',/m/02z77lt,1895
b'Richard Carrier',/m/0c1qrn,1969
b'Ioannis Kottounios',/m/0fmddn,1577
b'Hasdai Crescas',/m/03c3yw,1340
b'Balthasar Bekker',/m/084100,1634
b'Arnold Geulincx',/m/044g6g,1624
b'Philip Pettit',/m/0bd0vr,1945
b'Frances Kamm',/m/03c4_08,1945
b'Iain King',/m/02qmld2,1971
b'Theodor Lessing',/m/0fw9_f,1872
b'Shantideva',/m/0jn_d,0685
b'Je Tsongkhapa',/m/04sr_4,1357
b'Asa\xe1\xb9\x85ga',/m/0gdkf,0300
b'Marpa Lotsawa',/m/03zslj,1012
b'Naropa',/m/05jnvc,1016
b'Ati\xc5\x9ba',/m/01c3g3,0982
b'Vasubandhu',/m/01sd15,0400
b'Milarepa',/m/03yvtr,1051
b'Harald H\xc3\xb8ffding',/m/017lf2,1843
b'Ferdinand T\xc3\xb6nnies',/m/01tph8,1855
b'Lawrence Sklar',/m/09gdh78,1938
b'Mahmoud Khatami',/m/0g3b5d,1963
b'Philippe Lacoue-Labarthe',/m/04brth,1940
b'Ernst Tugendhat',/m/05wk1bs,1930
b'Antonio Millan Puelles',/m/02rfb1g,1921
b'Marc Richir',/m/0kf6g59,1943
"b'W.W. Bartley, III'",/m/06g7p7,1934
b'John Wisdom',/m/06r0j5,1904
b'Wilmon Henry Sheldon',/m/0bxyw2s,1875
b'Norwood Russell Hanson',/m/04zvgk,1924
b'Michael Ignatieff',/m/0g3l5v,1947
b'Maxine Greene',/m/04lht88,1917
b'Abai Qunanbaiuli',/m/017n4d,1845
b'Russell Grigg',/m/05vzlhj,1951
b'Jean-Paul Valabrega',/m/0kckrvf,1922
b'Jean-Bertrand Pontalis',/m/0c3k3pq,1924
b'Georgi Plekhanov',/m/01rcmv,1856
b'Jeremy Weate',/m/0372mw,1969
b'Enrique D Dussel',/m/05v_7l2,1934
b'Jacob Klein',/m/0dbzzq,1899
b'Paul Boghossian',/m/0bxkrm,2000
b'Richard Dedekind',/m/0ccwd,1831
b'Harry Austryn Wolfson',/m/02kx5b,1887
b'Michael Novak',/m/01d1v6,1933
b'Bruno Leoni',/m/0chz38,1913
b'Carlo Lottieri',/m/0h2gkw,1960
b'Jacobus Arminius',/m/022gc4,1560
b'Heron Santana',/m/028b3dy,1962
b'Paul Gottfried',/m/01h_pp,1941
b'Iris Marion Young',/m/0bq8x5,1949
b'Yuval Steinitz',/m/0krw20,1958
b'Yeshayahu Leibowitz',/m/0424qz,1903
b'Kenneth Burke',/m/036cc8,1897
b'Ludwik Fleck',/m/07ky44,1896
b'James McCosh',/m/01d897,1811
b'Fernando Flores',/m/0sxm2,1943
b'Fred Newman',/m/03dc20,1935
b'Costas Douzinas',/m/05whl98,1951
b'Arthur Balfour',/m/012l1m,1848
b'Ron McClamrock',/m/0b7cqg,1848
b'Michel de Certeau',/m/03fh72,1925
b'Heinrich Gomperz',/m/0chvpn,1873
b'Johann Heinrich Pestalozzi',/m/02vtc2,1746
b'Harry Prosch',/m/02bqds,1917
b'Yunmen Wenyan',/m/03d03s,0864
b'Johann Jakob Bachofen',/m/02qww7,1815
b'Paul Edwards',/m/06r6ql,1923
b'Joseph B. Soloveitchik',/m/015y7r,1903
b'Joshua Cohen',/m/09hhhh,1980
b'John Hospers',/m/02m6pd,1918
b'Aryadeva',/m/0c9lby,1918
b'Candrak\xc4\xabrti',/m/02rtb3,0600
b'Buddhap\xc4\x81lita',/m/0c9l74,0470
b'Padmasambhava',/m/01c1c7,0470
b'Thubten Zopa Rinpoche',/m/07j1bg,1945
b'Dolpopa Sherab Gyaltsen',/m/08x20y,1292
b'Taranatha',/m/09llbn,1575
b'Judah Loew ben Bezalel',/m/017vdv,1512
b'Anaxarchus',/m/0sqj,1512
b'Arnold Gehlen',/m/02x758,1904
b'Tommaso Campanella',/m/015s1y,1568
b'Ibn Abi al-Izz',/m/0dchx2,1331
b'Ghulam Rasool Jamaati',/m/026k5vl,1923
b'Myles Burnyeat',/m/02pn78q,1939
b'Hamid Raza Khan',/m/07k4ht5,1875
b'Orestes Brownson',/m/03njl6,1803
b'Ramiro de Maeztu',/m/02vxqz7,1874
b'Francis J. Beckwith',/m/07qcnm,1960
"b""Sa'id ibn Jubayr""",/m/046r61,0665
"b""Atiyya ibn Sa'd""",/m/047jdy,0665
